"GEOID","NAME","acs","census","pep","lon","lat","worldpop","fb"
"01001","Autauga County, Alabama",53155,54571,54773,-86.645648613572,32.5400914839585,55931.248537438,54366.0118577604
"01003","Baldwin County, Alabama",175791,182265,183112,-87.7262716821389,30.7383143650806,182220.475089742,203904.306156139
"01005","Barbour County, Alabama",27699,27457,27327,-85.3973271768391,31.8740298930476,27404.4750312932,26100.5969134305
"01007","Bibb County, Alabama",22610,22915,22870,-87.1252604713148,32.9990235453737,23043.2212638485,22343.3299196737
"01009","Blount County, Alabama",56692,57322,57376,-86.5627114049891,33.9904400117864,57222.789082408,55994.8002158557
"01011","Bullock County, Alabama",10923,10914,10876,-85.7168036275263,32.1063355405907,10923.362967524,9699.50380518885
"01013","Butler County, Alabama",20895,20947,20932,-86.6843469573658,31.7571394142614,20930.1449925784,20195.006356933
"01015","Calhoun County, Alabama",117149,118572,118408,-85.8295611128384,33.7762450093233,119214.904749036,110541.783922707
"01017","Chambers County, Alabama",34579,34215,34122,-85.3948531002416,32.9163306543588,34038.0824017811,30054.7145006041
"01019","Cherokee County, Alabama",25700,25989,25963,-85.6042198634416,34.1914706724617,26030.4141647257,24765.101080766
"01021","Chilton County, Alabama",43121,43643,43653,-86.7156239509493,32.8516297031979,43572.5527384067,42074.4749202715
"01023","Choctaw County, Alabama",14111,13859,13849,-88.2595369216504,32.0204684847954,13828.6499195696,12214.3013354292
"01025","Clarke County, Alabama",26255,25833,25766,-87.8248296534948,31.6733260010757,25825.5469223853,24059.5426485782
"01027","Clay County, Alabama",14040,13932,13898,-85.8517871358204,33.2734096885435,13802.2080477313,12660.2596162848
"01029","Cleburne County, Alabama",14823,14972,15004,-85.5261016776062,33.6762193886214,15094.9011687427,14270.4828251854
"01031","Coffee County, Alabama",48349,49948,50208,-85.994440575848,31.3984765640363,49340.1453327518,52465.9210403267
"01033","Colbert County, Alabama",54446,54428,54524,-87.8109759946497,34.7027604714874,54434.9545595219,47107.579778635
"01035","Conecuh County, Alabama",13382,13228,13236,-86.9906544314942,31.4357778107793,13320.797696867,12593.687728783
"01037","Coosa County, Alabama",11470,11539,11780,-86.2454412404319,32.9402136248312,11749.1067008107,10540.5160150213
"01039","Covington County, Alabama",37608,37765,37809,-86.4565510354118,31.2597318559234,37910.5004757408,37173.7930999504
"01041","Crenshaw County, Alabama",13928,13906,13869,-86.319561565922,31.7359091520861,13948.372505149,13762.5767712924
"01043","Cullman County, Alabama",79941,80406,80456,-86.8654480960917,34.1382456953266,80066.6618945375,73632.4783263709
"01045","Dale County, Alabama",49730,50251,50394,-85.6190940838866,31.4308664826427,50758.9042941397,49887.5650446244
"01047","Dallas County, Alabama",44066,43820,43854,-87.0976750850105,32.326702397738,43868.3679786793,38100.9771508983
"01049","DeKalb County, Alabama",70038,71109,71163,-85.8122639483642,34.4543948465684,71217.5688308831,67943.8106467737
"01051","Elmore County, Alabama",77650,79303,79552,-86.1541932854688,32.5989298476186,78048.8849584049,78501.2474074453
"01053","Escambia County, Alabama",37996,38319,38345,-87.1574652521998,31.1333649331334,38047.8769429807,35688.5500000018
"01055","Etowah County, Alabama",104066,104430,104459,-86.0334282005091,34.0527292987796,104384.305260913,94875.3036149427
"01057","Fayette County, Alabama",17472,17241,17229,-87.7363760924291,33.721934607951,17146.1894324711,15290.2984241743
"01059","Franklin County, Alabama",31383,31704,31746,-87.8455837876971,34.4433825446767,31677.729768326,28554.0280002136
"01061","Geneva County, Alabama",26541,26790,26777,-85.8443775992018,31.0999220346083,26861.1261180751,26791.7043758401
"01063","Greene County, Alabama",9255,9045,8991,-87.9481399888768,32.8657010054494,9029.94165180047,7926.29853504305
"01065","Hale County, Alabama",16168,15760,15745,-87.622197625348,32.7649017598769,16060.1621337826,13222.875129029
"01067","Henry County, Alabama",17148,17302,17296,-85.2541056997974,31.5159571155274,17435.4785351246,17427.4626973269
"01069","Houston County, Alabama",99029,101547,101798,-85.3154302113535,31.1525406751487,101300.686820991,106661.943547106
"01071","Jackson County, Alabama",53386,53227,53184,-85.9977508929156,34.7768364559145,53307.1284260185,48244.8290050284
"01073","Jefferson County, Alabama",656912,658466,658215,-86.8902543427049,33.5630578440965,657500.604664848,580377.97561102
"01075","Lamar County, Alabama",14743,14564,14496,-88.0979565231911,33.7817036765654,14672.9053301369,12796.3857608982
"01077","Lauderdale County, Alabama",91762,92709,92737,-87.654204783402,34.9040873260485,92701.2569993089,83885.8744455806
"01079","Lawrence County, Alabama",34235,34339,34342,-87.3055882553921,34.5248223708908,33934.4791554848,30810.1101412737
"01081","Lee County, Alabama",135010,140247,140794,-85.3552633638516,32.6099175076918,139630.88208212,137370.819474648
"01083","Limestone County, Alabama",78614,82782,83181,-86.9736926817958,34.8122250832312,83550.5520111131,81438.772186126
"01085","Lowndes County, Alabama",11731,11299,11289,-86.6500357776905,32.1578071491664,11215.2880012868,9486.00475391626
"01087","Macon County, Alabama",21699,21452,21505,-85.6951135852852,32.3938581216574,21600.9625069705,18386.5000338521
"01089","Madison County, Alabama",323080,334811,336095,-86.5431266790131,34.7651876840906,333880.178680549,315844.099730697
"01091","Marengo County, Alabama",21296,21027,20956,-87.7783120188051,32.2512324336624,21044.895349588,18378.4154232547
"01093","Marion County, Alabama",30792,30776,30816,-87.883197836516,34.1379170776679,30784.7038065244,27846.6461222348
"01095","Marshall County, Alabama",90867,93019,93122,-86.3060672405675,34.3702960027396,93175.693769258,87953.1779412208
"01097","Mobile County, Alabama",408620,412992,413315,-88.2069647609245,30.8136175949597,412795.37903582,409609.420281546
"01099","Monroe County, Alabama",23329,23068,23005,-87.3640023731747,31.5722001497279,23073.7214421465,22021.8772216204
"01101","Montgomery County, Alabama",228018,229363,229505,-86.2071018957768,32.2253798048809,229387.747080009,203708.757235126
"01103","Morgan County, Alabama",117632,119490,119608,-86.84793577314,34.4579999404781,119920.591319972,109413.877801143
"01105","Perry County, Alabama",10684,10591,10563,-87.2840657258622,32.6375514251045,10588.3595398837,9019.74793315778
"01107","Pickens County, Alabama",19917,19746,19749,-88.0868871809606,33.2804353735732,19914.7290326267,17596.8148122893
"01109","Pike County, Alabama",32147,32899,32970,-85.9417875611777,31.8054749851606,32985.7374377321,33414.4252726803
"01111","Randolph County, Alabama",22817,22913,22937,-85.4565991966491,33.2941748381246,22857.5866238475,21259.9462936819
"01113","Russell County, Alabama",51663,52947,53321,-85.194105390561,32.2951998508918,53520.6136573619,48790.818472685
"01115","St. Clair County, Alabama",80658,83593,83571,-86.3139306386796,33.7244650624724,83696.9486554144,85839.9538026927
"01117","Shelby County, Alabama",187880,195085,196032,-86.6651036276789,33.2676112435908,196026.082839377,204277.944195108
"01119","Sumter County, Alabama",13871,13763,13730,-88.1920632254297,32.5896194831096,13784.0156838709,12151.6476626629
"01121","Talladega County, Alabama",82347,82291,82172,-86.1631135021639,33.3865306993282,81357.6598422423,74839.7310685299
"01123","Tallapoosa County, Alabama",41534,41616,41476,-85.8010116039468,32.8684341284699,41575.8725825266,37914.806565116
"01125","Tuscaloosa County, Alabama",188331,194656,194996,-87.5169608754408,33.2943769666044,194116.30202156,188710.080227248
"01127","Walker County, Alabama",67612,67023,66997,-87.2891788824212,33.8132904375486,66730.3282442577,59604.611741018
"01129","Washington County, Alabama",17556,17581,17626,-88.2056405047365,31.4131960764709,17729.722022228,17028.1210756689
"01131","Wilcox County, Alabama",12012,11670,11560,-87.2977354031405,31.9930757622925,11614.7128770538,10402.0694550942
"01133","Winston County, Alabama",24687,24484,24412,-87.3700359545126,34.1531492160645,24809.2859699036,22095.1038588576
"04001","Apache County, Arizona",70312,71518,71829,-109.491146460603,35.4050948950151,72029.3995474739,64357.7690765895
"04003","Cochise County, Arizona",129268,131346,131822,-109.762948908843,31.8863115497341,126733.381761628,135541.662788181
"04005","Coconino County, Arizona",131824,134421,134612,-111.768250021295,35.8339239212172,133977.218503525,128447.728386114
"04007","Gila County, Arizona",53272,53597,53561,-110.813307651172,33.7995711508474,53402.9230293217,48094.5620885488
"04009","Graham County, Arizona",36030,37220,37152,-109.899018397705,32.9344150340866,37422.3865030766,34620.6662886199
"04011","Greenlee County, Arizona",8318,8437,8339,-109.246620642241,33.2088611471552,8419.72645470489,7173.83600316746
"04012","La Paz County, Arizona",20549,20489,20497,-113.986154195072,33.7297534539818,19864.4099477814,17920.0826924575
"04013","Maricopa County, Arizona",3751410,3817117,3825110,-112.489138868957,33.3526370729525,3807820.90966182,3584786.17740106
"04015","Mohave County, Arizona",199177,200186,200314,-113.753022572314,35.7064770176524,199827.039201022,195080.742987275
"04017","Navajo County, Arizona",107060,107449,107697,-110.322763412492,35.3927659078086,107481.544921808,100197.785299734
"04019","Pima County, Arizona",964462,980263,981620,-111.800169618225,32.1050129590631,979452.372001603,902170.694581813
"04021","Pinal County, Arizona",329297,375770,379094,-111.351874077133,32.906676648512,385832.383877697,464103.757333577
"04023","Santa Cruz County, Arizona",46051,47420,47415,-110.863080313544,31.5360057665392,43373.1525044745,51899.337106194
"04025","Yavapai County, Arizona",209260,211033,210983,-112.549973184911,34.5979815502372,211250.531094641,207691.305337428
"04027","Yuma County, Arizona",190526,195751,197127,-113.907857526752,32.779781618327,192356.91535552,177226.634547953
"05001","Arkansas County, Arkansas",19321,19019,19009,-91.3733486189687,34.2966905705236,19266.8982493679,15911.5929881241
"05003","Ashley County, Arkansas",22126,21853,21829,-91.7718601019705,33.1864663089106,21847.4648620375,18364.4389527428
"05005","Baxter County, Arkansas",41388,41513,41510,-92.3434614096424,36.2916046024747,41460.3512365206,38621.8870210005
"05007","Benton County, Arkansas",209911,221339,222593,-94.264025994959,36.3416775500572,222586.755378621,236309.088870632
"05009","Boone County, Arkansas",36710,36903,36893,-93.0886378470362,36.309183284617,36988.65883407,34794.6329142392
"05011","Bradley County, Arkansas",11638,11508,11470,-92.1659970700924,33.4646304080679,11524.5924201418,10109.3611744534
"05013","Calhoun County, Arkansas",5529,5368,5362,-92.5104241818729,33.5539665264041,5430.17037963663,4681.91591007164
"05015","Carroll County, Arkansas",26971,27446,27553,-93.547630936813,36.3378140869541,27396.360007518,26087.8912421265
"05017","Chicot County, Arkansas",12102,11800,11799,-91.296306652698,33.2609175239363,11763.5490291605,9610.43132648156
"05019","Clark County, Arkansas",23083,22995,22925,-93.174394888418,34.0570331597207,23022.5280428178,20552.7765360772
"05021","Clay County, Arkansas",16297,16083,16050,-90.4250164765273,36.371796158692,16207.0459506395,13858.4352663339
"05023","Cleburne County, Arkansas",25692,25970,25986,-92.0413208110853,35.5298264683868,25888.1577677652,24878.8372121401
"05025","Cleveland County, Arkansas",8769,8689,8677,-92.1812967860178,33.8995795631048,8713.24251701595,7977.31921562855
"05027","Columbia County, Arkansas",24756,24552,24723,-93.2292097556545,33.2154889747987,24844.0141454315,21695.4473446146
"05029","Conway County, Arkansas",21059,21273,21219,-92.6983587246906,35.2537343467359,21260.1085415462,19721.2657185583
"05031","Craighead County, Arkansas",93329,96443,96748,-90.6430341027994,35.8291572139313,96368.3372078678,92603.0253379344
"05033","Crawford County, Arkansas",60778,61948,61956,-94.2517575424175,35.584397199214,62042.6051165049,59644.0476039234
"05035","Crittenden County, Arkansas",50673,50902,50958,-90.3014990330979,35.2014407310531,50914.3568530831,44007.189280694
"05037","Cross County, Arkansas",18144,17870,17862,-90.7755108090697,35.2891573445256,17879.0002150475,15159.1773802755
"05039","Dallas County, Arkansas",8280,8116,8066,-92.64901096306,33.9706926330338,8126.73154479888,6885.70473303636
"05041","Desha County, Arkansas",13351,13008,12954,-91.2714734278985,33.8323409821788,13046.0892864055,10117.1718857532
"05043","Drew County, Arkansas",18546,18509,18666,-91.7233153302248,33.5863951559028,18572.3457372407,16574.6078668609
"05045","Faulkner County, Arkansas",108375,113237,114026,-92.3309435175229,35.1422425344511,113295.287818393,115689.715027509
"05047","Franklin County, Arkansas",18176,18125,18142,-93.8983096337508,35.5054675778763,18071.4214140672,16392.3349073354
"05049","Fulton County, Arkansas",12263,12245,12215,-91.8249056560474,36.3795683631908,12228.5979740319,11818.6957259621
"05051","Garland County, Arkansas",95290,96024,96067,-93.1444441239254,34.5764415853217,95669.2335097547,90231.5725101217
"05053","Grant County, Arkansas",17657,17853,17886,-92.4253928774294,34.2974904287612,17798.7404735172,17058.0163546666
"05055","Greene County, Arkansas",41318,42090,42201,-90.5598378759332,36.1161983317322,42056.0749547569,39089.2211472423
"05057","Hempstead County, Arkansas",22747,22609,22596,-93.6685350705301,33.7357778292865,22673.2937130624,19905.877305928
"05059","Hot Spring County, Arkansas",32671,32923,33231,-92.9384466993522,34.3223661057806,33130.8347795561,30427.9318625202
"05061","Howard County, Arkansas",13778,13789,13796,-93.997883317203,34.0955366789395,13661.5693731633,11980.3222641752
"05063","Independence County, Arkansas",35994,36647,36809,-91.5785778989027,35.7354215074489,37056.9207561767,34249.2842245537
"05065","Izard County, Arkansas",13636,13696,13726,-91.9243404015717,36.086224858715,13744.2516213817,12765.8802529515
"05067","Jackson County, Arkansas",18015,17997,18057,-91.2231638413181,35.5912204450711,17961.8283359757,15624.3471078971
"05069","Jefferson County, Arkansas",78447,77435,77341,-91.9317523534047,34.2758679338275,77192.211332198,66312.9206125284
"05071","Johnson County, Arkansas",25180,25540,25556,-93.4714218079629,35.5632314004738,25518.7907296891,24508.8035310666
"05073","Lafayette County, Arkansas",7764,7645,7647,-93.606661421653,33.23929762587,7671.62865269175,6460.18895227055
"05075","Lawrence County, Arkansas",17340,17415,17518,-91.117918697363,36.0375426173566,17356.1050563375,15211.441123233
"05077","Lee County, Arkansas",10709,10424,10395,-90.7740180933498,34.7829489325652,10472.6480421618,8353.10824274399
"05079","Lincoln County, Arkansas",14203,14134,14089,-91.7260978082412,33.9634447417876,14079.4524386494,12793.5045271896
"05081","Little River County, Arkansas",13145,13171,13132,-94.2431688660344,33.7094300838337,13169.7369252427,11657.8003249471
"05083","Logan County, Arkansas",22580,22353,22308,-93.7242869754685,35.2106323256837,22360.8308409637,20206.0328457706
"05085","Lonoke County, Arkansas",65846,68356,68744,-91.8911335540308,34.7567821332202,68245.1090984745,69292.966492922
"05087","Madison County, Arkansas",15507,15717,15684,-93.7308615183217,36.0038970118594,15651.6499800732,15149.7787369365
"05089","Marion County, Arkansas",16779,16653,16665,-92.681893870018,36.2636623693825,16779.6928271074,15601.5541879783
"05091","Miller County, Arkansas",43048,43462,43562,-93.8957210370478,33.3189346501146,43502.7310925631,40050.8178814221
"05093","Mississippi County, Arkansas",46815,46480,46399,-90.0554017152085,35.7557053141909,46484.494588751,38597.5525623304
"05095","Monroe County, Arkansas",8492,8149,8138,-91.2085674248188,34.6757781193154,8145.14571090168,6434.20006952563
"05097","Montgomery County, Arkansas",9490,9487,9510,-93.6583185509703,34.5477290251178,9516.63358088012,8777.25895740579
"05099","Nevada County, Arkansas",9149,8997,8997,-93.3071693984676,33.6637179685923,9064.15385737008,7824.22631384151
"05101","Newton County, Arkansas",8394,8330,8304,-93.2204126887388,35.9112377950693,8317.49555559491,7533.32151685664
"05103","Ouachita County, Arkansas",26293,26120,26046,-92.8870999576128,33.5975916385369,26071.3111281726,22418.7501641069
"05105","Perry County, Arkansas",10435,10445,10444,-92.9415163009449,34.9423457912257,10347.9642164263,9670.8456204686
"05107","Phillips County, Arkansas",22412,21757,21676,-90.8502378885733,34.4359320214337,21733.0311297507,17478.0785870053
"05109","Pike County, Arkansas",11286,11291,11264,-93.6588417116683,34.1713051055745,11300.3903125818,10176.8669868129
"05111","Poinsett County, Arkansas",24703,24583,24515,-90.6673735642984,35.5678427090494,24698.0700826496,21613.9583319663
"05113","Polk County, Arkansas",20490,20662,20667,-94.2378527190756,34.4970142946061,20642.4143776696,18846.9722588412
"05115","Pope County, Arkansas",60460,61754,62109,-93.0333960172532,35.4408190819314,61830.6042924993,58976.4730712144
"05117","Prairie County, Arkansas",8839,8715,8722,-91.5538506344373,34.8317376085571,8686.75233531182,7592.78653701167
"05119","Pulaski County, Arkansas",377060,382748,383538,-92.3127228992504,34.7718331531253,383446.702327799,349250.369992894
"05121","Randolph County, Arkansas",18049,17969,17955,-91.0407468976123,36.3458117324833,17943.4422528237,16175.5233019084
"05123","St. Francis County, Arkansas",28302,28258,28194,-90.7606298159485,35.0154943464874,28267.4605766456,24678.9348523094
"05125","Saline County, Arkansas",102439,107118,107656,-92.6723080115477,34.6500778458355,106707.830014293,108635.25802242
"05127","Scott County, Arkansas",11226,11233,11275,-94.0745859023814,34.8665365402779,11175.4279234111,10239.0811841187
"05129","Searcy County, Arkansas",8227,8195,8182,-92.6987788640251,35.9044190960188,8140.13119957095,7477.51221892695
"05131","Sebastian County, Arkansas",123847,125744,125737,-94.2803931186354,35.2038251980023,126140.971980216,114384.553982907
"05133","Sevier County, Arkansas",16636,17058,17151,-94.2527073812027,34.000887456855,17067.7152031767,15932.4177736756
"05135","Sharp County, Arkansas",17432,17264,17250,-91.493873431797,36.1530859802026,16963.5330876433,15797.1644832232
"05137","Stone County, Arkansas",12321,12394,12389,-92.1609512828929,35.853219629155,12391.4039933946,11850.3217797005
"05139","Union County, Arkansas",42180,41639,41573,-92.6011336955415,33.1707978383891,41461.1829480963,35531.6898624313
"05141","Van Buren County, Arkansas",17237,17295,17310,-92.5262734495765,35.5736545483683,17317.063286159,16334.7118743711
"05143","Washington County, Arkansas",197192,203065,204024,-94.2216888134588,35.9760941259323,202052.359162889,200869.415044699
"05145","White County, Arkansas",74957,77076,77356,-91.7456182199986,35.2527104716531,77103.423759896,73844.2417899687
"05147","Woodruff County, Arkansas",7505,7260,7236,-91.2463927670546,35.1818548999331,7297.72977970188,5905.8463873467
"05149","Yell County, Arkansas",21895,22185,22146,-93.413702711886,35.0045598183947,22172.5020718229,20525.4676925559
"06001","Alameda County, California",1477980,1510271,1512986,-121.84949433985,37.6465374459748,1510043.75912651,1521070.01561164
"06003","Alpine County, California",1176,1175,1161,-119.817664810032,38.5954053263136,1233.35224696225,1102.92748918173
"06005","Amador County, California",38327,38091,37886,-120.64086448759,38.4525654154474,38128.3918872168,38785.2530467269
"06007","Butte County, California",218635,220000,219949,-121.600771230573,39.6672339391694,219960.909533877,223579.259602572
"06009","Calaveras County, California",45994,45578,45468,-120.553016528384,38.2092068947226,45496.8242986583,47359.4741934706
"06011","Colusa County, California",21165,21419,21437,-122.241494639372,39.1827004240772,21417.5341962231,22538.6828931497
"06013","Contra Costa County, California",1024809,1049025,1052540,-121.916679395843,37.9186107459864,1049899.41009899,1090827.5226436
"06015","Del Norte County, California",28471,28610,28566,-123.903649467453,41.7602686803322,28620.7169717109,28627.5518581826
"06017","El Dorado County, California",179053,181058,181136,-120.52854538896,38.7807565919343,181145.381702462,189837.692741515
"06019","Fresno County, California",908830,930450,932039,-119.641035500651,36.7536778577437,929108.634639373,989718.108460456
"06021","Glenn County, California",27935,28122,28127,-122.391278719288,39.6051235221567,28194.8950280755,28573.6230715518
"06023","Humboldt County, California",133058,134623,135009,-123.875443982776,40.7074530439773,134533.013797816,136080.924974425
"06025","Imperial County, California",168052,174528,174716,-115.37514125584,33.0447159977397,164051.642404993,161181.868344497
"06027","Inyo County, California",18434,18546,18511,-117.418496529915,36.5163500398541,18995.0178000093,18470.7749850765
"06029","Kern County, California",815693,839631,840996,-118.728691970382,35.3416290495964,839349.526257376,793975.683296753
"06031","Kings County, California",151122,152982,152370,-119.805536684368,36.066444239207,153013.128355252,138707.810625437
"06033","Lake County, California",64371,64665,64735,-122.762571051551,39.1090821801266,64653.6025991461,66953.4179537649
"06035","Lassen County, California",35081,34895,34831,-120.600690601376,40.6874672995682,34923.753881908,33780.0778901345
"06037","Los Angeles County, California",9758256,9818605,9823246,-118.212741867206,34.3699569287734,9819958.39809377,8361532.7070963
"06039","Madera County, California",147738,150865,150986,-119.762413236247,37.2135718720761,152269.747242247,164943.376697578
"06041","Marin County, California",248601,252409,252904,-122.695332026438,38.0710497466485,252463.351950824,250884.884468003
"06043","Mariposa County, California",18290,18251,18277,-119.898357178571,37.5805594919136,18196.9988597777,18213.6298311622
"06045","Mendocino County, California",87487,87841,87799,-123.384896100143,39.4564006098438,87893.5464774529,86535.971515107
"06047","Merced County, California",250699,255793,256721,-120.721091311373,37.1852345239544,256116.473822453,278467.351071536
"06049","Modoc County, California",9605,9686,9694,-120.738326055976,41.6084686516257,9728.64000372196,9600.9800385713
"06051","Mono County, California",13905,14202,14257,-118.887350475437,37.9387661235196,14195.1050021937,14501.7816094588
"06053","Monterey County, California",407435,415057,416373,-121.212365113358,36.2088467551408,414942.14966797,411199.096937339
"06055","Napa County, California",134051,136484,136759,-122.338231172264,38.5091311986225,133596.460056783,141309.811333598
"06057","Nevada County, California",98186,98764,98790,-120.77038746003,39.3040746404315,98472.6198702711,100977.442636128
"06059","Orange County, California",2965525,3010232,3015171,-117.753270626706,33.7169558795831,3007789.53371298,2599977.47766706
"06061","Placer County, California",336477,348432,350021,-120.716592734868,39.0666090830929,352580.900366408,407510.857664984
"06063","Plumas County, California",20392,20007,19914,-120.849650629147,40.0153053435976,20009.7725199025,18995.7039884565
"06065","Riverside County, California",2109464,2189641,2201576,-116.009319130934,33.7456214811381,2190046.51580801,2203569.81475169
"06067","Sacramento County, California",1395144,1418788,1421383,-121.337509789877,38.4513577625945,1413658.0452283,1503394.40015277
"06069","San Benito County, California",54492,55269,55516,-121.069485294617,36.6020887245199,55286.9405776775,55570.988563916
"06071","San Bernardino County, California",2005287,2035210,2040848,-116.17293625371,34.8451650202009,2034647.62858966,1864133.15606624
"06073","San Diego County, California",3022468,3095313,3103212,-116.720188386316,33.0401459495961,3090416.43063759,2782291.00715019
"06075","San Francisco County, California",789172,805235,805505,-122.406548748514,37.753324004622,806448.839685131,810781.666727568
"06077","San Joaquin County, California",673613,685306,687127,-121.267812951903,37.9407222417432,685290.735275575,746987.134293182
"06079","San Luis Obispo County, California",265577,269637,269802,-120.372441897186,35.3793066604115,269718.172900719,244534.78000919
"06081","San Mateo County, California",704327,718451,719699,-122.298159302402,37.4368290823388,714720.026585106,714642.842735771
"06083","Santa Barbara County, California",416051,423895,424231,-120.010974818072,34.733514588491,423811.170206276,368323.271820398
"06085","Santa Clara County, California",1739396,1781642,1786040,-121.692274112787,37.2300150945929,1783813.5347847,1811601.34921101
"06087","Santa Cruz County, California",256901,262382,263147,-121.994953916819,37.0660268383517,262122.994220874,260075.26512282
"06089","Shasta County, California",176906,177223,177274,-122.054827228215,40.7799972023433,176965.969993119,181665.565834374
"06091","Sierra County, California",3366,3240,3220,-120.511209843809,39.5824897471059,3339.68389078919,2937.6814216545
"06093","Siskiyou County, California",44690,44900,44938,-122.563089621977,41.603634183713,44936.6071756665,44181.359796026
"06095","Solano County, California",410042,413344,413967,-121.921901579182,38.2789084210836,417569.741843269,418290.439840851
"06097","Sonoma County, California",474047,483878,484755,-122.876329207016,38.5330778335282,483771.368966537,489042.138735773
"06099","Stanislaus County, California",509682,514453,515145,-120.997342879931,37.557803468029,514372.62339064,545609.897074709
"06101","Sutter County, California",93420,94737,94751,-121.690171942831,39.0344917576361,95039.6343613753,102605.243998256
"06103","Tehama County, California",62575,63463,63559,-122.245791234196,40.1364809959427,63560.4832344433,66615.9423784378
"06105","Trinity County, California",13701,13786,13755,-123.128127469938,40.673654411725,13888.7152811136,13574.7802988728
"06107","Tulare County, California",429404,442179,442969,-118.791992936775,36.2181266011573,441976.420016277,415607.190787394
"06109","Tuolumne County, California",56074,55365,55190,-119.955589050602,38.0288413544468,55510.8225544999,54296.5238621346
"06111","Ventura County, California",809080,823318,825097,-119.071523859832,34.4901459038316,824556.331973431,731905.790034443
"06113","Yolo County, California",196418,200849,201073,-121.904841352759,38.691680432312,199930.96595224,216324.42878503
"06115","Yuba County, California",71160,72155,72348,-121.35266050273,39.2651100258539,72339.410947474,77637.5773740878
"08001","Adams County, Colorado",425330,441603,443691,-104.336534362786,39.8802861418787,439592.30099796,491457.533275197
"08003","Alamosa County, Colorado",15293,15445,15515,-105.799754906992,37.5569013484138,15494.1193677621,15477.2526359707
"08005","Arapahoe County, Colorado",552860,572003,574747,-104.339407982435,39.6526757620356,580034.223705739,610239.347794905
"08007","Archuleta County, Colorado",12136,12084,12046,-107.032728576632,37.18456622936,12109.6065534229,13163.6789536277
"08009","Baca County, Colorado",3833,3788,3807,-102.563986470226,37.3126859982796,3784.66574761961,3425.34200093841
"08011","Bent County, Colorado",6125,6499,6500,-103.079215443596,37.9429830480231,6494.97975148326,6636.20639182415
"08013","Boulder County, Colorado",290177,294567,295037,-105.354226959776,40.0936466733349,295371.733990213,304342.847581114
"08014","Broomfield County, Colorado",52872,55889,56226,-105.058542181199,39.9630386919785,54162.7792044282,66160.8167965831
"08015","Chaffee County, Colorado",17540,17809,17808,-106.203326415951,38.7480213943664,17806.0185101974,17087.9503068744
"08017","Cheyenne County, Colorado",2194,1836,1833,-102.611589948316,38.8263896493132,1834.99408963698,1637.74872427025
"08019","Clear Creek County, Colorado",9088,9088,9083,-105.64678223199,39.687062482111,8733.884785664,8757.97563821815
"08021","Conejos County, Colorado",8220,8256,8312,-106.192382989387,37.1887044142696,8253.11627744541,8092.08969521506
"08023","Costilla County, Colorado",3536,3524,3529,-105.435887805238,37.2763064614445,3517.55745090583,3335.32906489311
"08025","Crowley County, Colorado",5897,5823,5861,-103.783190268835,38.3229138633115,5790.52315915556,5901.31444495823
"08027","Custer County, Colorado",3899,4255,4279,-105.370147277357,38.1039156910178,4226.12641118142,4511.65455984874
"08029","Delta County, Colorado",30533,30952,30860,-107.876665379318,38.8464674720178,31069.0612611463,32204.1417944843
"08031","Denver County, Colorado",578087,600158,603359,-104.870505831632,39.7610053912954,580003.300674625,616640.133400303
"08033","Dolores County, Colorado",2027,2064,2069,-108.500245092356,37.7555354061916,2063.0196245523,2140.33963402365
"08035","Douglas County, Colorado",273440,285465,286977,-104.925021504108,39.3248934164609,285629.435974855,359219.940318867
"08037","Eagle County, Colorado",50793,52197,52099,-106.699941263662,39.6200812447974,51980.8012543945,57453.6971635636
"08039","Elbert County, Colorado",22712,23086,23142,-104.133561354386,39.2875523894561,22782.1054856762,24562.6412342004
"08041","El Paso County, Colorado",599988,622263,627031,-104.517458428788,38.8249896888375,622449.559064895,670815.881015546
"08043","Fremont County, Colorado",46941,46824,46837,-105.439800671086,38.4673586839046,46828.1154935209,46469.852931602
"08045","Garfield County, Colorado",54761,56389,56072,-107.907918101318,39.596626846081,56589.1718732925,62880.2448532602
"08047","Gilpin County, Colorado",5126,5441,5471,-105.525616098628,39.8608976201316,5234.58894383034,5679.26619204258
"08049","Grand County, Colorado",14526,14843,14796,-106.121660603526,40.0982670254713,14838.7534463616,16022.7660611504
"08051","Gunnison County, Colorado",15136,15324,15291,-107.041098150338,38.6618752783946,15315.2108581954,15734.6920167457
"08053","Hinsdale County, Colorado",489,843,844,-107.302576865217,37.8283658687192,850.292840622443,854.780499658369
"08055","Huerfano County, Colorado",6948,6711,6681,-104.960913889274,37.6854218414497,6703.13972054849,6021.14000635149
"08057","Jackson County, Colorado",1464,1394,1389,-106.352509048882,40.6674075747722,1394.40658077634,1281.24396889748
"08059","Jefferson County, Colorado",528614,534543,535548,-105.248553060968,39.5905301500173,549455.859488404,534306.116994375
"08061","Kiowa County, Colorado",1643,1398,1404,-102.744802198164,38.4221234155794,1404.75371999867,1280.70379144354
"08063","Kit Carson County, Colorado",8156,8270,8263,-102.607030648588,39.310654946307,8265.90335443206,8297.41458231039
"08065","Lake County, Colorado",7039,7310,7264,-106.352012010092,39.1937676126608,7308.7294030188,6958.15071198437
"08067","La Plata County, Colorado",50149,51334,51411,-107.83829740873,37.2827493534157,51329.4049402161,54704.9008495358
"08069","Larimer County, Colorado",291162,299630,300441,-105.468762253654,40.67448521295,299832.925685634,323247.139640751
